miRNA,have_motif,have_mean,no_motif,no_mean,D,p,fdr
hsa-miR-6134,2077,5.692894787,21814,6.449055084,0.056669534,1.03E-05,0.027226198
hsa-miR-367-5p,135,5.190785047,23756,6.390094044,0.212925234,1.03E-05,0.027463662
hsa-miR-24-3p,2688,5.694220684,21203,6.470677021,0.050498333,1.04E-05,0.02760307
hsa-miR-6847-5p,2286,5.727568802,21605,6.452701125,0.054241195,1.04E-05,0.027674036
hsa-miR-12122,2356,5.760481096,21535,6.45145747,0.053432995,1.08E-05,0.028738645
hsa-miR-7114-5p,2925,5.728962088,20966,6.474607268,0.048558456,1.11E-05,0.029361031
hsa-miR-4512,3604,5.845163646,20287,6.478920506,0.044377322,1.16E-05,0.03090825
hsa-miR-125b-5p,1635,5.722560038,22256,6.431858574,0.062807349,1.21E-05,0.032076686
hsa-miR-3153,1193,5.542807072,22698,6.427494107,0.072773064,1.22E-05,0.032448249
hsa-miR-4758-5p,2266,5.635983444,21625,6.461627357,0.054067966,1.24E-05,0.032875309
hsa-miR-4510,2327,5.761166944,21564,6.450454211,0.053405392,1.25E-05,0.033240423
hsa-miR-4433b-3p,1793,5.628415478,22098,6.44456879,0.060073524,1.27E-05,0.033605783
hsa-miR-6127,2551,5.751312944,21340,6.458867421,0.051221143,1.28E-05,0.034068159
hsa-miR-4710,3306,5.831981158,20585,6.471863025,0.045712736,1.35E-05,0.035869186
hsa-miR-3945,807,5.4082006,23084,6.417406524,0.086941136,1.52E-05,0.040325188
hsa-miR-663b,3561,5.808630108,20330,6.483979256,0.044100342,1.52E-05,0.040371135
hsa-miR-4478,1802,5.565501969,22089,6.450033751,0.059462354,1.53E-05,0.040566855
hsa-miR-1285-3p,2055,5.614788581,21836,6.45564387,0.055987166,1.54E-05,0.040846322
hsa-miR-6129,1853,5.728913538,22038,6.438340743,0.058578601,1.61E-05,0.042695685
hsa-miR-4687-3p,2053,5.661673691,21838,6.451159172,0.05586039,1.64E-05,0.043528571
hsa-miR-296-3p,1798,5.490752564,22093,6.455956953,0.059312119,1.66E-05,0.044093538
hsa-miR-1913,3764,5.829989169,20127,6.486796385,0.042884656,1.72E-05,0.045660991
hsa-miR-6716-5p,1141,5.474175452,22750,6.428914105,0.073248567,1.73E-05,0.045866465
hsa-miR-3202,1183,5.637362483,22708,6.422178539,0.07195285,1.76E-05,0.046617821
hsa-miR-204-3p,2103,5.698478916,21788,6.449418438,0.055068878,1.77E-05,0.04710825
hsa-let-7c-5p,1294,5.439506964,22597,6.437363724,0.068880791,1.81E-05,0.047983406
hsa-miR-211-3p,3052,5.896384188,20839,6.454631486,0.046642983,1.86E-05,0.049476364
hsa-miR-324-3p,4638,5.91255404,19253,6.49672282,0.039306845,1.93E-05,0.051176402
hsa-miR-12115,2288,5.764416115,21603,6.448865714,0.052821796,1.94E-05,0.051407028
hsa-miR-5090,2244,5.632901737,21647,6.461107709,0.053214819,1.99E-05,0.052945473
hsa-miR-6882-3p,3730,5.846743328,20161,6.482589032,0.042662651,2.11E-05,0.056071911
hsa-miR-4695-5p,4447,5.911616601,19444,6.491198882,0.03970048,2.22E-05,0.058905041
hsa-miR-939-3p,4687,5.88163998,19204,6.505758357,0.038892647,2.24E-05,0.059562321
hsa-miR-766-5p,2413,5.599711694,21478,6.471353281,0.051242673,2.26E-05,0.059886593
hsa-miR-378b,1103,5.22469388,22788,6.43939761,0.073577161,2.26E-05,0.059960381
hsa-miR-4658,1072,5.66655945,22819,6.416989279,0.074561335,2.27E-05,0.060353187
hsa-miR-4533,2630,5.794711097,21261,6.456128117,0.049306063,2.28E-05,0.060636458
hsa-miR-6837-5p,5926,6.018096356,17965,6.503790208,0.035711168,2.32E-05,0.061505001
hsa-miR-5008-5p,3668,5.860622322,20223,6.478122307,0.042707872,2.41E-05,0.063973431
hsa-miR-4673,4797,5.879002276,19094,6.510016558,0.038363573,2.51E-05,0.066670036
hsa-miR-3154,2324,5.671556733,21567,6.460014477,0.051827424,2.55E-05,0.067646001
hsa-miR-4300,1318,5.566460911,22573,6.431012032,0.067068826,2.73E-05,0.072351335
hsa-miR-320a-5p,4083,5.975558522,19808,6.467367964,0.040632863,2.80E-05,0.074184906
hsa-miR-214-3p,4583,5.911546439,19308,6.495297947,0.038810981,2.85E-05,0.075684934
hsa-miR-3918,5892,5.985333528,17999,6.513597696,0.035447489,2.86E-05,0.07590756
hsa-miR-378a-3p,1562,5.66423263,22329,6.433619899,0.061610364,3.07E-05,0.081599481
hsa-miR-6868-5p,2332,5.698762394,21559,6.457364265,0.051300007,3.10E-05,0.082154798
hsa-miR-8057,1429,5.599361136,22462,6.433191302,0.064077678,3.23E-05,0.085783042
hsa-miR-6081,4820,5.956582662,19071,6.491169926,0.037826861,3.30E-05,0.087705012
hsa-miR-4283,2175,5.622807644,21716,6.459487173,0.052750724,3.33E-05,0.088430766
hsa-miR-2392,2756,5.710008084,21135,6.471116527,0.047446765,3.42E-05,0.090699958
hsa-miR-216a-3p,2455,5.686601633,21436,6.463109865,0.049833426,3.55E-05,0.094098829
hsa-miR-4284,599,5.287772747,23292,6.41149125,0.096607217,3.69E-05,0.097922433
hsa-miR-4674,3508,5.822554483,20383,6.479826765,0.042665594,3.71E-05,0.098339765
hsa-miR-4716-3p,1653,5.685081741,22238,6.435218543,0.059502771,3.71E-05,0.098439265
hsa-miR-483-5p,601,5.463725245,23290,6.407047282,0.09639173,3.74E-05,0.099231056
hsa-miR-4708-3p,1012,5.470211109,22879,6.4237063,0.074903423,3.79E-05,0.100488584
hsa-let-7b-5p,1595,5.545897201,22296,6.443224078,0.06043422,3.79E-05,0.100658278
hsa-miR-10398-5p,2952,5.857173777,20939,6.457493342,0.045820816,3.83E-05,0.101557942
hsa-miR-6857-3p,453,5.218772143,23438,6.405824998,0.110480857,3.88E-05,0.103105851
hsa-miR-4453,1355,5.703749527,22536,6.424176849,0.065116904,3.92E-05,0.104112761
hsa-miR-6795-5p,1854,5.561786329,22037,6.452433554,0.05617291,4.11E-05,0.109123768
hsa-miR-6875-5p,1289,5.600636347,22602,6.427953713,0.066371403,4.32E-05,0.114541487
hsa-miR-6090,1688,5.703271964,22203,6.435018106,0.058408432,4.49E-05,0.119235578
hsa-miR-5047,3220,5.74674876,20671,6.482477823,0.043778303,4.60E-05,0.122207277
hsa-miR-4649-5p,1865,5.660411603,22026,6.444527488,0.055526919,4.97E-05,0.131894924
hsa-miR-7854-3p,1204,5.675356068,22687,6.420888675,0.068068897,5.01E-05,0.132931074
hsa-miR-6736-5p,2530,5.723656069,21361,6.461447508,0.048155119,5.56E-05,0.147464196
hsa-miR-30c-2-3p,1936,5.679771682,21955,6.445356051,0.054245701,5.67E-05,0.150547917
hsa-miR-4800-5p,759,5.816028432,23132,6.401930853,0.084399392,5.68E-05,0.150678057
hsa-miR-4298,2157,5.793243857,21734,6.441879225,0.051523373,5.98E-05,0.158617081
hsa-miR-4466,1949,5.759234108,21942,6.438751381,0.053887975,6.11E-05,0.162178479
hsa-miR-6781-5p,3407,5.819041255,20484,6.477170305,0.042117461,6.31E-05,0.167538647
hsa-miR-6729-5p,1864,5.666296802,22027,6.443993864,0.054802743,6.57E-05,0.17448354
hsa-miR-874-5p,3518,5.937229526,20373,6.460347352,0.041378448,6.91E-05,0.183420704
hsa-miR-6856-5p,2374,5.867947506,21517,6.440178589,0.048960797,7.07E-05,0.187539487
hsa-miR-129-2-3p,301,5.18164017,23590,6.398650123,0.131250924,7.14E-05,0.189586657
hsa-miR-4313,1865,5.731232758,22026,6.438530872,0.054511473,7.30E-05,0.193688911
hsa-miR-4530,5556,6.032552473,18335,6.48960832,0.034613729,7.31E-05,0.193918571
hsa-miR-4458,918,5.367491234,22973,6.423909508,0.076020567,7.41E-05,0.196753499
hsa-miR-6512-3p,3354,5.961296798,20537,6.452239403,0.042063412,7.42E-05,0.196816111
hsa-miR-6740-5p,706,5.477496189,23185,6.410900055,0.086201516,7.57E-05,0.200863897
hsa-miR-129-1-3p,217,4.763123578,23674,6.398168128,0.153605289,7.84E-05,0.208030644
hsa-miR-6750-5p,1453,5.494632808,22438,6.440864988,0.060949229,7.90E-05,0.209774958
hsa-miR-6887-5p,1765,5.575615814,22126,6.447747816,0.05565306,8.01E-05,0.212535998
hsa-miR-10400-3p,3967,5.883827096,19924,6.482768922,0.039036719,8.36E-05,0.221833917
hsa-miR-1289,1874,5.854915513,22017,6.428292611,0.054011868,8.41E-05,0.223276165
hsa-miR-6857-5p,2473,5.767330186,21418,6.454441243,0.047654438,8.47E-05,0.224816303
hsa-miR-6133,2689,5.79925872,21202,6.457391915,0.045873796,8.69E-05,0.230684436
hsa-miR-3150b-3p,1835,5.647975726,22056,6.444495585,0.054417366,8.78E-05,0.233145569
hsa-miR-4654,1360,5.475759623,22531,6.438098486,0.06252229,8.84E-05,0.234488754
hsa-miR-199a-5p,1104,5.844779357,22787,6.409408596,0.068986385,8.88E-05,0.235607104
hsa-miR-3199,1517,5.608777289,22374,6.435832436,0.059346093,9.02E-05,0.239272876
hsa-miR-3190-3p,2319,5.756187166,21572,6.450733916,0.048868009,9.07E-05,0.24078253
hsa-miR-3191-3p,1591,5.70825678,22300,6.431479531,0.057951538,9.31E-05,0.247152936
hsa-miR-6077,2201,5.787167488,21690,6.443811639,0.049940123,9.38E-05,0.249010648
hsa-miR-1915-5p,2727,5.830720596,21164,6.454519704,0.045332738,9.75E-05,0.258732646
hsa-miR-1910-5p,1907,5.652977249,21984,6.446670418,0.053173939,9.81E-05,0.260225491
hsa-miR-1538,3803,5.830965625,20088,6.487886689,0.039327537,0.000101229,0.268661574
hsa-miR-92a-1-5p,1656,5.550551524,22235,6.445339184,0.05659026,0.000103266,0.274068128
hsa-miR-4745-3p,3857,5.850451803,20034,6.485905834,0.039027936,0.000105189,0.279170944
hsa-miR-7113-3p,3065,5.659792072,20826,6.489799644,0.042856252,0.000109326,0.290151086
hsa-miR-6760-5p,2247,5.647407178,21644,6.459716603,0.049081253,0.000110052,0.292076917
hsa-miR-5685,3165,5.944797208,20726,6.450282106,0.04225653,0.000110288,0.292704178
hsa-miR-885-3p,3297,5.917500414,20594,6.457892164,0.041341685,0.000120772,0.32052966
hsa-miR-1972,4257,6.035674684,19634,6.458692215,0.037137892,0.000128807,0.341854727
hsa-miR-5010-5p,1344,5.640462817,22547,6.42759782,0.061636988,0.000130466,0.346256048
hsa-miR-3925-3p,1284,5.522698254,22607,6.432197351,0.06291007,0.000133161,0.353410244
hsa-miR-675-5p,1928,5.756729032,21963,6.438321564,0.052076101,0.000133671,0.354763928
hsa-miR-6745,2338,5.673570128,21553,6.460308223,0.047698043,0.000135824,0.360476422
hsa-miR-6770-5p,1662,5.853273523,22229,6.422947028,0.055630379,0.000139402,0.369973622
hsa-miR-6761-5p,2060,5.735145929,21831,6.444479386,0.050389399,0.000141119,0.374530239
hsa-miR-1266-5p,4366,6.007019694,19525,6.467461311,0.036554753,0.000144436,0.383332642
hsa-miR-4516,3183,5.753053428,20708,6.480194177,0.041568106,0.000144649,0.383898876
hsa-miR-877-5p,1185,5.516959823,22706,6.428531344,0.065059664,0.000144689,0.38400551
hsa-miR-6820-5p,2878,5.891088081,21013,6.45073424,0.043389897,0.000145092,0.385073404
hsa-miR-660-3p,3945,5.959582776,19946,6.467125039,0.03798939,0.000148726,0.394717924
hsa-miR-4483,1271,5.744179361,22620,6.419229802,0.062840861,0.000149068,0.395626648
hsa-miR-7851-3p,2942,5.827234766,20949,6.461411304,0.042805617,0.000156793,0.416129477
hsa-miR-6762-5p,3681,5.905782873,20210,6.470294079,0.038940688,0.000158398,0.420389201
hsa-miR-6834-5p,1598,5.628027143,22293,6.437457619,0.056232258,0.000160557,0.426119082
hsa-miR-6886-3p,1794,5.73246946,22097,6.436157844,0.053265956,0.000162877,0.43227556
hsa-miR-3130-3p,3597,5.938071242,20294,6.462234543,0.039246636,0.00016338,0.433610538
hsa-miR-323a-5p,2691,5.761568766,21200,6.462238138,0.044370298,0.000165083,0.4381303
hsa-miR-3183,2905,5.942102256,20986,6.444392596,0.042886307,0.000167678,0.445018342
hsa-miR-370-3p,5767,5.927478767,18124,6.528363498,0.032741281,0.000168834,0.448084145
hsa-miR-3175,1608,5.697461939,22283,6.432810272,0.055894461,0.000170291,0.451951632
hsa-miR-93-3p,2053,5.668493023,21838,6.450518083,0.049824267,0.000179754,0.4770668
hsa-miR-623,1656,5.696932421,22235,6.434437148,0.054949029,0.000181559,0.481858896
hsa-miR-892b,2140,5.66841376,21751,6.453653838,0.048864635,0.000182086,0.483256815
hsa-miR-6757-3p,747,5.532377312,23144,6.410782243,0.080156552,0.000183045,0.48580178
hsa-miR-193b-5p,820,5.417595086,23071,6.417641286,0.076579298,0.000185149,0.491385259
hsa-miR-149-5p,3857,5.861252028,20034,6.483826545,0.037889309,0.000185356,0.491935733
hsa-miR-7106-3p,2042,5.736182784,21849,6.443798107,0.049855232,0.000185919,0.493430153
hsa-miR-597-3p,1917,5.727499538,21974,6.44053033,0.051254295,0.000189596,0.503187568
hsa-miR-3922-5p,2427,5.758902544,21464,6.453921618,0.046020389,0.000194963,0.517432962
hsa-miR-6758-5p,1840,5.799036183,22051,6.432071267,0.052115969,0.000197018,0.522886085
hsa-miR-4518,4580,6.013522115,19311,6.471021635,0.035297506,0.000197142,0.523213591
hsa-miR-4252,2377,5.84690097,21514,6.442583735,0.046342836,0.000203266,0.539467878
hsa-miR-6753-5p,3304,5.880795159,20587,6.463966721,0.040133316,0.000207928,0.551839686
hsa-let-7d-5p,769,5.457456346,23122,6.414109772,0.078389813,0.000213132,0.565651842
hsa-miR-708-5p,1590,5.765503321,22301,6.42736558,0.055463768,0.000216435,0.574417931
hsa-miR-30c-1-3p,2318,5.810707109,21573,6.444843601,0.046694717,0.000217259,0.57660444
hsa-miR-1268b,1723,5.699438087,22168,6.436471412,0.053376129,0.000221187,0.587030975
hsa-miR-6762-3p,4534,5.953734624,19357,6.483938487,0.035210913,0.000221335,0.587422704
hsa-miR-1286,1574,5.691945728,22317,6.432079021,0.055609484,0.000224775,0.596551575
hsa-miR-9900,2400,5.871040686,21491,6.440525449,0.045806113,0.000232532,0.617140563
hsa-miR-3141,1855,5.738282623,22036,6.437616437,0.051335893,0.000242395,0.643315489
hsa-miR-2110,2095,5.654655339,21796,6.453355072,0.048563552,0.000243086,0.645150738
hsa-miR-10396a-5p,2885,5.884507796,21006,6.451824483,0.042146958,0.000243895,0.647297525
hsa-miR-4502,1500,5.739462493,22391,6.42644975,0.056604469,0.000244683,0.649388527
hsa-miR-432-5p,3614,5.98548895,20277,6.454222667,0.038297731,0.000247377,0.656539144
hsa-miR-12118,1680,5.637118653,22211,6.439758261,0.053629208,0.000250769,0.665540764
hsa-miR-3928-3p,1717,5.720610088,22174,6.434632568,0.053090953,0.000250898,0.665881984
hsa-miR-6759-5p,1851,5.635849777,22040,6.446092203,0.051248185,0.000254451,0.675312626
hsa-miR-526b-5p,1109,6.113746158,22782,6.39643954,0.065023175,0.000261447,0.693879675
hsa-miR-4525,1892,5.698509279,21999,6.442213306,0.050603011,0.000266786,0.708050374
hsa-miR-6891-5p,1870,5.697773707,22021,6.441532776,0.050845559,0.000269495,0.715240807
hsa-miR-4319,971,5.654124391,22920,6.414209219,0.069108779,0.000273304,0.725348956
hsa-miR-4740-5p,1069,5.561685303,22822,6.421803019,0.065971702,0.000275854,0.73211659
hsa-let-7e-5p,1263,5.564604904,22628,6.429014234,0.060940761,0.000276881,0.73484093
hsa-miR-491-5p,1541,5.609765441,22350,6.436652418,0.055412956,0.000285858,0.758666731
hsa-miR-378e,1197,5.569890572,22694,6.426221515,0.06236597,0.00028821,0.764910058
hsa-let-7a-5p,799,5.469944672,23092,6.414920504,0.075651847,0.0002897,0.768863161
hsa-miR-3677-5p,2203,5.735951763,21688,6.449074527,0.04701,0.000289894,0.769378002
hsa-miR-504-3p,1534,5.836090123,22357,6.420864509,0.055483995,0.000290131,0.770007336
hsa-miR-128-2-5p,3358,5.833149705,20533,6.473292426,0.039091244,0.000295382,0.783943142
hsa-miR-4653-5p,1256,5.689015072,22635,6.421843479,0.060767666,0.000304977,0.809408259
hsa-miR-4526,2581,5.848726194,21310,6.448065123,0.043669173,0.000307416,0.815882116
hsa-miR-6829-3p,4806,6.010086151,19085,6.477304482,0.033797745,0.00031035,0.823667855
hsa-miR-6747-3p,1973,5.765248627,21918,6.438954035,0.049134943,0.000320152,0.849682992
hsa-miR-4308,1345,5.470807819,22546,6.43775364,0.058644978,0.000323098,0.857503188
hsa-miR-4769-5p,1199,5.737671048,22692,6.417431804,0.061822187,0.00033146,0.879693794
hsa-miR-6815-3p,1594,5.607612999,22297,6.438771806,0.054062024,0.000334537,0.88786165
hsa-miR-6791-3p,5296,6.037044269,18595,6.481938351,0.032432499,0.00034276,0.909683901
hsa-miR-24-1-5p,217,5.035106299,23674,6.395675087,0.14165806,0.000357338,0.948374059
hsa-miR-4663,3274,5.917888272,20617,6.457227719,0.039034885,0.00036453,0.967462542
hsa-miR-4728-3p,1056,5.644056954,22835,6.417504092,0.065235451,0.000371656,0.986376277
hsa-miR-550a-5p,2493,5.701705853,21398,6.462729105,0.043836622,0.000375071,0.995439526
hsa-let-7a-2-3p,425,6.327763522,23466,6.384323301,0.030688405,0.826636701,1
hsa-let-7a-3p,19,4.906693842,23872,6.384492414,0.324831117,0.036397697,1
hsa-let-7b-3p,32,5.511297657,23859,6.384486716,0.18501797,0.22398961,1
hsa-let-7c-3p,109,6.016675536,23782,6.38499758,0.058567539,0.850679242,1
hsa-let-7d-3p,13,6.940455552,23878,6.383013827,0.137777291,0.966061025,1
hsa-let-7e-3p,21,7.785305242,23870,6.382083732,0.104356933,0.97629689,1
hsa-let-7f-1-3p,33,4.996351602,23858,6.38523558,0.229384972,0.062359514,1
hsa-let-7f-2-3p,61,5.926155257,23830,6.384487395,0.075130535,0.882211533,1
hsa-let-7f-5p,303,5.6891605,23588,6.392233952,0.062917963,0.187083031,1
hsa-let-7g-3p,660,5.982018976,23231,6.394718159,0.037046306,0.341821389,1
hsa-let-7g-5p,710,5.631740428,23181,6.406336844,0.052677186,0.043713374,1
hsa-let-7i-3p,172,5.809350164,23719,6.387479314,0.066628706,0.434465769,1
hsa-let-7i-5p,1022,5.755123856,22869,6.411390682,0.054220674,0.006352448,1
hsa-miR-100-3p,83,6.884307539,23808,6.381570588,0.108333536,0.286175637,1
hsa-miR-100-5p,119,6.847806819,23772,6.380991968,0.086795142,0.33434279,1
hsa-miR-101-2-5p,64,6.017702047,23827,6.384299205,0.074526142,0.87030144,1
hsa-miR-101-3p,82,5.929329208,23809,6.384880721,0.115528151,0.225452153,1
hsa-miR-101-5p,86,5.210659819,23805,6.387553595,0.125744543,0.133058216,1
hsa-miR-10226,716,5.805286169,23175,6.401175628,0.077207066,0.000506957,1
hsa-miR-10392-3p,2920,6.213758903,20971,6.406926426,0.020109293,0.251124145,1
hsa-miR-10392-5p,410,5.420658038,23481,6.400126072,0.069514013,0.040710724,1
hsa-miR-10393-3p,371,6.072033567,23520,6.38822728,0.026392633,0.961064042,1
hsa-miR-10393-5p,75,7.53392228,23816,6.379693732,0.171735528,0.024308471,1
hsa-miR-10394-3p,1594,6.046065144,22297,6.407427109,0.03080347,0.118815312,1
hsa-miR-10395-3p,58,5.539095364,23833,6.385371651,0.114690295,0.431953282,1
hsa-miR-10395-5p,220,5.805184928,23671,6.388690355,0.072032522,0.208049179,1
hsa-miR-10396a-3p,3667,6.131077836,20224,6.429052989,0.023151839,0.071747479,1
hsa-miR-10396b-3p,3606,6.121961445,20285,6.429777526,0.024155015,0.056151948,1
hsa-miR-10397-3p,342,7.041003991,23549,6.373765626,0.059096387,0.189701575,1
hsa-miR-10397-5p,1505,6.229652841,22386,6.39364793,0.018913399,0.69411756,1
hsa-miR-10398-3p,2725,6.189276157,21166,6.408298807,0.015732294,0.588633199,1
hsa-miR-10399-3p,887,5.881191159,23004,6.402678383,0.042683964,0.089007828,1
hsa-miR-10399-5p,29,4.176360317,23862,6.385999314,0.304664175,0.00924296,1
hsa-miR-103a-1-5p,2015,5.918727111,21876,6.426110576,0.040950891,0.004106981,1
hsa-miR-103a-2-5p,1320,6.18480648,22571,6.394926478,0.033959841,0.112652472,1
hsa-miR-103a-3p,1460,5.930757204,22431,6.412773597,0.035891071,0.058515391,1
hsa-miR-103b,821,5.999855123,23070,6.396963547,0.032482985,0.372886744,1
hsa-miR-10400-5p,3221,6.19777394,20670,6.412230296,0.019167017,0.257544984,1
hsa-miR-10401-3p,1999,5.973850724,21892,6.420706308,0.040085135,0.005553096,1
hsa-miR-10522-5p,124,6.947394212,23767,6.380374183,0.063132739,0.709253859,1
hsa-miR-10523-5p,341,6.17488611,23550,6.386335198,0.058346813,0.202599476,1
hsa-miR-10524-5p,455,6.132338403,23436,6.388189798,0.037942285,0.541553329,1
hsa-miR-10525-3p,59,4.789838287,23832,6.387262069,0.126242454,0.305338435,1
hsa-miR-10526-3p,974,5.556969831,22917,6.418437905,0.057131937,0.004489488,1
hsa-miR-10527-5p,121,6.021582084,23770,6.385158546,0.111175278,0.101983669,1
hsa-miR-105-3p,479,6.155870441,23412,6.387970619,0.05826839,0.082552816,1
hsa-miR-105-5p,518,6.127111281,23373,6.38899527,0.035479839,0.546250392,1
hsa-miR-106a-3p,157,7.867916864,23734,6.373496551,0.093642167,0.129710229,1
hsa-miR-106a-5p,241,6.022924769,23650,6.38698965,0.035667629,0.921899277,1
hsa-miR-106b-3p,1065,6.236402842,22826,6.39017178,0.019924154,0.814008706,1
hsa-miR-106b-5p,189,5.986024053,23702,6.386485172,0.03997006,0.925483237,1
hsa-miR-107,1471,6.049074835,22420,6.405247145,0.027985326,0.229782666,1
hsa-miR-10a-3p,43,6.544710504,23848,6.383026146,0.212584742,0.041320277,1
hsa-miR-10a-5p,451,5.663327737,23440,6.397170191,0.0523712,0.176436712,1
hsa-miR-10b-3p,408,6.591526913,23483,6.379699659,0.075237677,0.021341362,1
hsa-miR-10b-5p,351,5.844086062,23540,6.391357514,0.050680541,0.336792631,1
hsa-miR-11181-5p,550,5.820478427,23341,6.396579707,0.043691047,0.256548489,1
hsa-miR-11399,2186,6.192846898,21705,6.402500196,0.018800842,0.483963956,1
hsa-miR-11400,1227,5.868236605,22664,6.411202955,0.032231643,0.177988762,1
hsa-miR-11401,837,5.71484287,23054,6.407586822,0.042001227,0.115706827,1
hsa-miR-1178-3p,653,5.605654436,23238,6.405169883,0.066526721,0.007233956,1
hsa-miR-1178-5p,1634,6.160273343,22257,6.399691937,0.016079135,0.826144076,1
hsa-miR-1179,132,5.560096719,23759,6.387890791,0.094261569,0.193880998,1
hsa-miR-1180-3p,1296,5.976841442,22595,6.406631714,0.031908144,0.164762657,1
hsa-miR-1180-5p,1037,6.126407098,22854,6.394974443,0.042949252,0.051478564,1
hsa-miR-1181,905,6.480415801,22986,6.379494204,0.036297376,0.201448771,1
hsa-miR-1182,2434,5.95704156,21457,6.431672225,0.03918722,0.002427868,1
hsa-miR-1183,1680,6.089336695,22211,6.405553304,0.027769086,0.179719993,1
hsa-miR-1184,6193,6.166118071,17698,6.459320876,0.025738261,0.004584319,1
hsa-miR-1185-1-3p,85,6.242260241,23806,6.3838208,0.093737614,0.446264623,1
hsa-miR-1185-2-3p,108,6.046098759,23783,6.384848481,0.063322931,0.781747771,1
hsa-miR-1185-5p,56,6.18449794,23835,6.383784275,0.064432557,0.974509002,1
hsa-miR-1193,2217,5.765403299,21674,6.446522606,0.044375342,0.000726027,1
hsa-miR-1197,691,6.242083228,23200,6.387523732,0.038017553,0.286673154,1
hsa-miR-1199-3p,2469,6.32666699,21422,6.389846386,0.021028714,0.281530469,1
hsa-miR-1200,2126,5.762204929,21765,6.443987246,0.04186516,0.00225158,1
hsa-miR-1202,3430,5.888589699,20461,6.466251279,0.037351297,0.000551237,1
hsa-miR-1203,2247,6.069129081,21644,6.415934995,0.024110486,0.187419623,1
hsa-miR-1204,2001,6.23556675,21890,6.396823253,0.015475565,0.772185238,1
hsa-miR-1206,54,6.018123617,23837,6.384144456,0.134803659,0.281477434,1
hsa-miR-1207-3p,1603,5.826396621,22288,6.423372052,0.051336494,0.000754732,1
hsa-miR-1208,538,6.373613491,23353,6.383540702,0.046669374,0.202164078,1
hsa-miR-12113,598,5.877019168,23293,6.396315314,0.041056732,0.279410302,1
hsa-miR-12116,228,6.006891714,23663,6.386944123,0.052470509,0.562965345,1
hsa-miR-12117,360,5.584887812,23531,6.395532297,0.058958395,0.169900787,1
hsa-miR-12120,1220,6.039622348,22671,6.401812484,0.044021068,0.022510713,1
hsa-miR-12121,1250,6.281380229,22641,6.388945046,0.024196387,0.491826027,1
hsa-miR-12123,0,NaN,23891,6.383317152,0,1,1
hsa-miR-12124,219,5.44941526,23672,6.391957086,0.059982045,0.4158052,1
