miRNA,have_motif,have_mean,no_motif,no_mean,D,p,fdr
hsa-miR-4311,69,6.443395026,23822,6.383143138,0.098897743,0.511464891,1
hsa-miR-4312,845,6.155228042,23046,6.391680222,0.065842896,0.001704724,1
hsa-miR-431-3p,999,6.148116683,22892,6.39358123,0.030791538,0.324241066,1
hsa-miR-4314,1212,5.720389392,22679,6.418745012,0.060749415,0.000410234,1
hsa-miR-4315,278,6.212037995,23613,6.385333652,0.045360942,0.6239612,1
hsa-miR-431-5p,771,6.023224249,23120,6.395325441,0.029249918,0.545824871,1
hsa-miR-4316,1580,6.002721283,22311,6.410269842,0.028756208,0.174162142,1
hsa-miR-4317,189,5.898387335,23702,6.387183988,0.071398882,0.294718659,1
hsa-miR-4318,610,5.928974914,23281,6.395221656,0.058512781,0.034143658,1
hsa-miR-4320,196,5.530900111,23695,6.390368165,0.07082115,0.283757754,1
hsa-miR-4321,280,5.749359504,23611,6.390835179,0.06084558,0.257194966,1
hsa-miR-4322,2550,5.852769892,21341,6.446711347,0.039461774,0.001659798,1
hsa-miR-4323,2336,6.083077664,21555,6.415855285,0.027729439,0.078233341,1
hsa-miR-432-3p,1402,5.990878904,22489,6.407782376,0.030917287,0.160354994,1
hsa-miR-4324,376,5.475749861,23515,6.397828966,0.091128795,0.004281205,1
hsa-miR-4325,184,6.420363155,23707,6.383029623,0.040644985,0.923609797,1
hsa-miR-4326,1225,5.970597189,22666,6.405622894,0.03644729,0.091203485,1
hsa-miR-4328,121,6.382532846,23770,6.383321145,0.077696033,0.46154595,1
hsa-miR-4329,532,5.930290539,23359,6.393634809,0.038255851,0.431804365,1
hsa-miR-4330,234,6.015148412,23657,6.386958843,0.035569422,0.931155965,1
hsa-miR-433-3p,770,6.104496482,23121,6.392602733,0.040604173,0.171247206,1
hsa-miR-433-5p,418,6.929058081,23473,6.373598765,0.069642674,0.037231381,1
hsa-miR-4418,1184,6.03333861,22707,6.401565912,0.028091037,0.336994978,1
hsa-miR-4420,1351,5.686466181,22540,6.425084928,0.049637719,0.003743068,1
hsa-miR-4421,1349,5.53564766,22542,6.434044956,0.049674871,0.003740634,1
hsa-miR-4422,44,7.37130419,23847,6.381494221,0.15035053,0.27392039,1
hsa-miR-4423-3p,44,5.891156194,23847,6.384225236,0.062611268,0.995332008,1
hsa-miR-4423-5p,341,6.069201065,23550,6.3878655,0.029877406,0.925038641,1
hsa-miR-4424,5,6.017030886,23886,6.383393826,0,1,1
hsa-miR-4425,679,6.039195311,23212,6.393383442,0.056818283,0.028259874,1
hsa-miR-4426,56,4.894308532,23835,6.386815557,0.115234949,0.448275273,1
hsa-miR-4427,155,6.05168933,23736,6.385482737,0.042124118,0.947515299,1
hsa-miR-4428,970,6.035143923,22921,6.398051589,0.047036459,0.032558913,1
hsa-miR-4429,639,6.652192203,23252,6.375928061,0.029572834,0.64825229,1
hsa-miR-4431,184,6.026393652,23707,6.386087386,0.08751497,0.121987433,1
hsa-miR-4432,68,6.361355141,23823,6.38337984,0.059406258,0.970447188,1
hsa-miR-4433a-5p,808,6.019685546,23083,6.396045755,0.04339361,0.105713321,1
hsa-miR-4433b-5p,769,5.951212386,23122,6.397688252,0.057688347,0.014115476,1
hsa-miR-4434,71,5.48261537,23820,6.386001864,0.101602985,0.457983433,1
hsa-miR-4435,3516,5.989954958,20375,6.45119747,0.034053854,0.001908394,1
hsa-miR-4436a,2198,5.920228958,21693,6.430238641,0.034801505,0.015903538,1
hsa-miR-4436b-5p,1872,6.252298536,22019,6.394456025,0.01254181,0.948945455,1
hsa-miR-4438,470,5.551841106,23421,6.400002765,0.050637498,0.188138413,1
hsa-miR-4439,795,5.735155891,23096,6.405627864,0.039774864,0.175648426,1
hsa-miR-4440,1379,5.523999118,22512,6.435955726,0.049046825,0.003854479,1
hsa-miR-4442,516,6.399385698,23375,6.382962441,0.024235626,0.928184737,1
hsa-miR-4443,2253,5.7571583,21638,6.4485143,0.042206513,0.001392259,1
hsa-miR-4444,101,5.654394454,23790,6.38641178,0.148307176,0.023967288,1
hsa-miR-4445-3p,55,6.106494431,23836,6.383955902,0.122131535,0.386265981,1
hsa-miR-4445-5p,50,5.699332693,23841,6.384751623,0.109058345,0.593041727,1
hsa-miR-4446-5p,661,6.033502702,23230,6.393270977,0.036379284,0.362719289,1
hsa-miR-4448,3169,5.882476138,20722,6.459910395,0.035765112,0.001766617,1
hsa-miR-4449,2710,5.954984333,21181,6.438120133,0.033282596,0.009757468,1
hsa-miR-4450,637,5.615794076,23254,6.404342017,0.048342859,0.110248978,1
hsa-miR-4451,531,5.69260836,23360,6.399017767,0.054583543,0.090654028,1
hsa-miR-4452,148,6.168833136,23743,6.38465412,0.052645673,0.809624167,1
hsa-miR-4454,416,6.468709392,23475,6.381803918,0.049741235,0.263987478,1
hsa-miR-4455,254,5.769018982,23637,6.389918317,0.068853249,0.184455628,1
hsa-miR-4456,1062,5.722096106,22829,6.414077008,0.050974662,0.010249182,1
hsa-miR-4457,818,6.297736903,23073,6.386351202,0.025865232,0.665962843,1
hsa-miR-4460,45,5.097810407,23846,6.385743043,0.123386172,0.501028874,1
hsa-miR-4462,1370,6.091242201,22521,6.401084688,0.025064652,0.391715295,1
hsa-miR-4464,48,5.1767181,23843,6.385746241,0.093985481,0.791244355,1
hsa-miR-4465,246,5.610656833,23645,6.391355826,0.07253205,0.154274354,1
hsa-miR-4467,3205,6.182459637,20686,6.414437153,0.020561933,0.191231518,1
hsa-miR-4468,410,5.496831403,23481,6.398796014,0.07586819,0.019336523,1
hsa-miR-4469,3501,5.931773858,20390,6.460847955,0.037145178,0.000524945,1
hsa-miR-4470,730,5.943528284,23161,6.397178638,0.050699186,0.052602189,1
hsa-miR-4471,426,5.66063201,23465,6.396437283,0.067525903,0.044047058,1
hsa-miR-4473,100,6.231547324,23791,6.383955082,0.068414947,0.739782071,1
hsa-miR-4474-5p,56,6.57290538,23835,6.382871717,0.054819593,0.996061119,1
hsa-miR-4475,190,5.960725726,23701,6.386704873,0.041411755,0.902994718,1
hsa-miR-4476,2822,6.063437881,21069,6.426162057,0.027581038,0.045357088,1
hsa-miR-4477a,5,8.621293876,23886,6.382848682,0,1,1
hsa-miR-4477b,18,5.24203322,23873,6.384177669,0.145163993,0.842911773,1
hsa-miR-4479,1865,6.178538003,22026,6.400656347,0.022261943,0.361629791,1
hsa-miR-448,146,6.501443221,23745,6.382590835,0.079012164,0.325310203,1
hsa-miR-4480,162,4.943134023,23729,6.393149411,0.141320018,0.003235108,1
hsa-miR-4482-3p,127,5.914424321,23764,6.385823018,0.067540792,0.611836161,1
hsa-miR-4482-5p,734,6.170293248,23157,6.390069302,0.022350219,0.869342307,1
hsa-miR-4484,208,5.372071858,23683,6.392198587,0.061430383,0.417920951,1
hsa-miR-4485-3p,321,6.279348851,23570,6.384733097,0.062938394,0.162620012,1
hsa-miR-4485-5p,943,5.922194098,22948,6.402266038,0.031237159,0.339778998,1
hsa-miR-4486,2515,5.704388637,21376,6.4631967,0.04322283,0.000446205,1
hsa-miR-4489,638,5.807380428,23253,6.399119312,0.047995088,0.11442341,1
hsa-miR-4490,631,6.541523727,23260,6.379025306,0.045467008,0.157661164,1
hsa-miR-4491,383,6.900311092,23508,6.374894118,0.032831554,0.811309448,1
hsa-miR-4493,1579,5.634213468,22312,6.43633054,0.053199674,0.000474179,1
hsa-miR-4494,1802,5.765150066,22089,6.433746646,0.04583134,0.001825129,1
hsa-miR-4495,8,7.057490817,23883,6.383091327,0,1,1
hsa-miR-4496,634,5.842298036,23257,6.398065663,0.050454061,0.086370247,1
hsa-miR-4497,1399,5.597782143,22492,6.432177346,0.052062415,0.001585716,1
hsa-miR-4499,316,5.451963913,23575,6.395801039,0.061090916,0.194899594,1
hsa-miR-449b-3p,1654,6.168777047,22237,6.39927476,0.032211367,0.081954653,1
hsa-miR-449c-3p,111,5.811225858,23780,6.385987553,0.157223498,0.00848865,1
hsa-miR-4500,128,5.019927091,23763,6.390661087,0.157241563,0.003688565,1
hsa-miR-4501,133,6.009405616,23758,6.385410352,0.048799075,0.911118685,1
hsa-miR-4503,1,3.939613083,23890,6.383419442,0,1,1
hsa-miR-4504,70,7.069284053,23821,6.381301381,0.105163511,0.422989166,1
hsa-miR-4506,338,6.196293583,23553,6.386001055,0.028229673,0.953298275,1
hsa-miR-4507,1676,5.774691272,22215,6.429234639,0.040493426,0.012063055,1
hsa-miR-4509,21,6.35981855,23870,6.383337825,0.160885351,0.649171925,1
hsa-miR-450a-1-3p,52,7.289828502,23839,6.381339779,0.117937801,0.466025722,1
hsa-miR-450a-2-3p,308,6.273549319,23583,6.384750748,0.051116367,0.404874737,1
hsa-miR-450a-5p,16,4.50103216,23875,6.384578579,0.216704188,0.440566807,1
hsa-miR-450b-3p,529,5.822483092,23362,6.396016459,0.057480933,0.065534496,1
hsa-miR-450b-5p,47,5.932236499,23844,6.384206298,0.126204192,0.443769281,1
hsa-miR-4511,371,5.896325931,23520,6.390998859,0.036335997,0.720494521,1
hsa-miR-4513,898,5.573514237,22993,6.4149443,0.051228431,0.021428604,1
hsa-miR-4517,27,7.524784101,23864,6.382025683,0.148345253,0.592979538,1
hsa-miR-4519,1704,6.052048494,22187,6.408759158,0.026041796,0.233440671,1
hsa-miR-451a,13,3.976554668,23878,6.384627476,0.233307776,0.479132885,1
hsa-miR-451b,140,5.80828942,23751,6.386706647,0.077487264,0.373495041,1
hsa-miR-4520-2-3p,388,6.282541516,23503,6.38498081,0.027986118,0.926025776,1
hsa-miR-4520-3p,1031,5.895119872,22860,6.405335148,0.044699232,0.038813477,1
hsa-miR-4520-5p,740,6.216315863,23151,6.388655192,0.020210206,0.931382715,1
hsa-miR-4521,284,5.868295563,23607,6.389513032,0.068307055,0.145738498,1
hsa-miR-4522,1450,5.835142033,22441,6.418736872,0.028594183,0.21538722,1
hsa-miR-4523,631,6.317208278,23260,6.385110561,0.037994053,0.337778246,1
hsa-miR-452-3p,247,6.416897286,23644,6.382966353,0.045660256,0.688008683,1
hsa-miR-4524a-3p,907,5.642235359,22984,6.412561896,0.047990578,0.035934157,1
hsa-miR-4524a-5p,371,5.981863364,23520,6.389649608,0.039806347,0.609105928,1
hsa-miR-4524b-3p,977,5.712256081,22914,6.411929645,0.041504843,0.079235962,1
hsa-miR-4524b-5p,297,5.679470479,23594,6.392177136,0.077113853,0.061101502,1
hsa-miR-452-5p,137,5.936303273,23754,6.385895282,0.080517826,0.340266963,1
hsa-miR-4527,858,5.89981537,23033,6.401328029,0.044718296,0.07315355,1
hsa-miR-4528,18,5.861284419,23873,6.38371076,0.123663646,0.946113047,1
hsa-miR-4529-3p,538,5.647103261,23353,6.400277846,0.089463522,0.00044168,1
hsa-miR-4529-5p,1434,6.22337483,22457,6.393530328,0.017882184,0.781831342,1
hsa-miR-4531,487,5.015688476,23404,6.411775329,0.088108282,0.001213857,1
hsa-miR-4534,1991,5.791614788,21900,6.437110732,0.040146321,0.005572548,1
hsa-miR-4535,1064,6.1315085,22827,6.395054323,0.024921146,0.55296036,1
hsa-miR-4536-3p,66,6.804974812,23825,6.382149076,0.123033483,0.272027417,1
hsa-miR-4536-5p,212,6.447763581,23679,6.382740158,0.044258028,0.804987227,1
hsa-miR-4537,982,5.980928875,22909,6.400565626,0.036966057,0.152472785,1
hsa-miR-4538,2425,5.910407594,21466,6.436741436,0.036175357,0.006673567,1
hsa-miR-4539,1774,6.11007178,22117,6.405234107,0.024154314,0.293385084,1
hsa-miR-4540,320,5.547092037,23571,6.394669748,0.061991563,0.176560775,1
hsa-miR-454-3p,114,6.298836065,23777,6.383722201,0.072890358,0.582976562,1
hsa-miR-454-5p,93,6.27870972,23798,6.383725947,0.070959699,0.739354527,1
hsa-miR-455-3p,1012,6.296442581,22879,6.387159849,0.014856341,0.983052516,1
hsa-miR-455-5p,349,6.463868055,23542,6.38212302,0.054549097,0.257781905,1
hsa-miR-4632-3p,3015,6.308390596,20876,6.394138362,0.018230111,0.345361426,1
hsa-miR-4633-3p,287,5.320661017,23604,6.396237941,0.093740829,0.013702242,1
hsa-miR-4633-5p,128,6.503704995,23763,6.38266868,0.127407235,0.032060215,1
hsa-miR-4634,498,6.137353412,23393,6.388553331,0.037593627,0.495961892,1
hsa-miR-4635,498,6.289167317,23393,6.385321453,0.040210687,0.409602779,1
hsa-miR-4636,85,6.055493422,23806,6.384487656,0.082347999,0.613952838,1
hsa-miR-4637,26,5.420217046,23865,6.384366413,0.11468678,0.884151607,1
hsa-miR-4638-3p,2382,5.891988236,21509,6.437729048,0.044155964,0.000466918,1
hsa-miR-4638-5p,1534,5.890776076,22357,6.417112295,0.029206163,0.172653568,1
hsa-miR-4639-3p,932,5.889437656,22959,6.403365747,0.043326581,0.069288223,1
hsa-miR-4639-5p,165,5.53427741,23726,6.389221711,0.081523658,0.226191155,1
hsa-miR-4640-3p,1181,6.024343015,22710,6.401985072,0.026763883,0.397253444,1
hsa-miR-4641,1353,6.128348448,22538,6.39862342,0.035042566,0.087015516,1
hsa-miR-4642,2109,6.218114606,21782,6.399312569,0.013983775,0.846351883,1
hsa-miR-4643,61,6.540596646,23830,6.382914548,0.06260534,0.970917334,1
hsa-miR-4644,758,6.093234758,23133,6.392822294,0.034747845,0.338204223,1
hsa-miR-4645-3p,320,5.690224736,23571,6.392726578,0.054496256,0.305549779,1
hsa-miR-4645-5p,110,5.877523942,23781,6.38565672,0.089694982,0.341742988,1
hsa-miR-4646-3p,617,5.867953172,23274,6.39697959,0.06250497,0.018253008,1
hsa-miR-4647,1726,5.917681703,22165,6.419576425,0.038151685,0.018903323,1
hsa-miR-4649-3p,2266,5.77830993,21625,6.446713516,0.039833946,0.002979755,1
hsa-miR-4650-3p,330,6.770849058,23561,6.377889304,0.04581171,0.501778678,1
hsa-miR-4650-5p,1317,6.012584821,22574,6.404946216,0.036100152,0.07805291,1
hsa-miR-4652-3p,196,6.837429697,23695,6.37956083,0.080123896,0.164747083,1
hsa-miR-4652-5p,889,5.608503871,23002,6.413262766,0.07075215,0.000379714,1
hsa-miR-4653-3p,341,5.706604662,23550,6.393115834,0.086620593,0.012894581,1
hsa-miR-4655-3p,1229,5.60909684,22662,6.425304477,0.046703065,0.012371164,1
hsa-miR-4655-5p,1254,5.697520669,22637,6.421307557,0.055033611,0.001497246,1
hsa-miR-4657,952,5.804755973,22939,6.407328236,0.036941966,0.164922436,1
hsa-miR-4659a-3p,395,6.816009919,23496,6.376042993,0.058568978,0.139130644,1
hsa-miR-4659a-5p,265,6.581740777,23626,6.381091542,0.037358267,0.85790933,1
hsa-miR-4659b-3p,810,6.400573221,23081,6.382711571,0.038919404,0.186687402,1
hsa-miR-4659b-5p,95,6.777131447,23796,6.38174494,0.046414258,0.986938223,1
hsa-miR-466,11,9.741881174,23880,6.381770075,0.252032892,0.487286663,1
hsa-miR-4660,4687,6.121276805,19204,6.447271698,0.022239195,0.048145261,1
hsa-miR-4661-3p,1371,5.944778518,22520,6.410015041,0.029080917,0.224448291,1
hsa-miR-4661-5p,148,6.259235472,23743,6.384090605,0.082646834,0.267517821,1
hsa-miR-4662a-3p,2,12.82052778,23889,6.382778225,0,1,1
hsa-miR-4662a-5p,113,5.183955533,23778,6.389016869,0.138253401,0.027155157,1
hsa-miR-4662b,70,4.923051666,23821,6.387608264,0.12873515,0.197660029,1
hsa-miR-4664-3p,790,5.785170525,23101,6.403772363,0.042013141,0.134821328,1
hsa-miR-4664-5p,2064,5.89006929,21827,6.429959549,0.041525071,0.002997583,1
hsa-miR-4665-3p,1375,6.291090036,22516,6.388949249,0.015613657,0.910193458,1
hsa-miR-4666a-3p,2,4.736444401,23889,6.383455029,0,1,1
hsa-miR-4666a-5p,9,4.778419969,23882,6.383921962,0,1,1
hsa-miR-4666b,184,5.577299106,23707,6.389572997,0.065096119,0.421506601,1
hsa-miR-4667-3p,3018,5.908848796,20873,6.451919916,0.037878781,0.00103506,1
hsa-miR-4668-3p,142,6.125715044,23749,6.384857406,0.064281432,0.604122668,1
hsa-miR-4668-5p,11,4.624550047,23880,6.384127304,0.285408101,0.331969243,1
hsa-miR-4669,1122,6.100721652,22769,6.397242759,0.033291622,0.186753778,1
hsa-miR-4670-3p,65,5.4194806,23826,6.385946606,0.109293015,0.421004119,1
hsa-miR-4670-5p,107,5.908349513,23784,6.385453947,0.078636859,0.525386003,1
hsa-miR-4671-3p,107,6.739836224,23784,6.381713236,0.050426974,0.949338842,1
hsa-miR-4671-5p,368,6.130180973,23523,6.387277281,0.043060538,0.512515784,1
hsa-miR-4672,371,6.587657519,23520,6.380093926,0.066565588,0.07857959,1
hsa-miR-4676-3p,320,5.997554755,23571,6.388554264,0.040952335,0.664840377,1
hsa-miR-4676-5p,1535,5.78220504,22356,6.424590506,0.042991089,0.009888623,1
hsa-miR-4677-3p,225,6.409412445,23666,6.383069056,0.06032508,0.391898854,1
hsa-miR-4677-5p,632,5.809708247,23259,6.398903412,0.050548896,0.086185293,1
hsa-miR-4678,29,5.722630557,23862,6.384120099,0.086527707,0.981788806,1
hsa-miR-4679,302,6.237711409,23589,6.385181281,0.031184841,0.933895142,1
hsa-miR-4680-3p,52,7.314068442,23839,6.381286905,0.096111091,0.723992272,1
hsa-miR-4680-5p,268,5.658826541,23623,6.391536408,0.065681467,0.203051067,1
hsa-miR-4681,258,6.220733982,23633,6.385092063,0.043093729,0.730383242,1
hsa-miR-4682,1468,5.779193776,22423,6.422868199,0.038782738,0.031696472,1
hsa-miR-4683,1125,5.901924096,22766,6.407105573,0.057890343,0.001515227,1
hsa-miR-4684-3p,374,6.069763396,23517,6.38830372,0.039548021,0.612353101,1
hsa-miR-4684-5p,143,5.725874785,23748,6.387275981,0.060965311,0.666190645,1
hsa-miR-4685-3p,1608,5.847840502,22283,6.421958558,0.042148567,0.009700774,1
hsa-miR-4686,2665,6.142009375,21226,6.413614204,0.028166914,0.046707451,1
hsa-miR-4687-5p,1625,6.045575832,22266,6.407965928,0.041593903,0.010598044,1
hsa-miR-4688,3551,5.962245732,20340,6.456828687,0.034179495,0.001711315,1
hsa-miR-4690-3p,3714,6.012827043,20177,6.451513627,0.03153014,0.003913102,1
hsa-miR-4690-5p,4164,5.976045701,19727,6.469284523,0.031318212,0.002354251,1
hsa-miR-4691-3p,4341,6.033005825,19550,6.461102394,0.032903093,0.000913472,1
hsa-miR-4691-5p,7842,6.251536035,16049,6.447709172,0.015287734,0.170356585,1
hsa-miR-4693-3p,370,6.134297732,23521,6.387234383,0.073947375,0.037228896,1
hsa-miR-4693-5p,90,5.421824317,23801,6.386952897,0.118594457,0.160498651,1
hsa-miR-4694-3p,58,6.796901518,23833,6.382310653,0.090737705,0.727484272,1
hsa-miR-4694-5p,55,5.583288481,23836,6.385163166,0.121904224,0.388571393,1
hsa-miR-4695-3p,651,6.496340491,23240,6.380151137,0.023876612,0.863158885,1
hsa-miR-4696,245,5.779709564,23646,6.389571227,0.041241648,0.803962558,1
hsa-miR-4697-3p,1206,6.054993791,22685,6.400771769,0.037103404,0.085449985,1
hsa-miR-4698,93,6.144257633,23798,6.384251371,0.084868431,0.516991705,1
hsa-miR-4699-3p,26,5.793451377,23865,6.383959788,0.095685668,0.971305915,1
hsa-miR-4699-5p,52,6.033813783,23839,6.384079524,0.110213709,0.554103486,1
hsa-miR-4700-3p,1436,6.01822145,22455,6.406665067,0.03127921,0.142522769,1
hsa-miR-4701-3p,1814,5.720934301,22077,6.437743138,0.048332091,0.00079407,1
hsa-miR-4701-5p,1917,6.375811407,21974,6.383971949,0.020180391,0.469309223,1
hsa-miR-4703-3p,176,6.359632578,23715,6.383492926,0.058452169,0.589303496,1
hsa-miR-4703-5p,3,9.378020802,23888,6.382941059,0,1,1
hsa-miR-4704-3p,636,6.237945224,23255,6.387292923,0.041055687,0.247651682,1
hsa-miR-4704-5p,133,5.761952673,23758,6.386795622,0.056202675,0.797636326,1
hsa-miR-4705,238,6.721511926,23653,6.379914186,0.09557549,0.027007389,1
hsa-miR-4707-3p,2330,6.206104274,21561,6.402467748,0.015626987,0.68347057,1
hsa-miR-4707-5p,3175,6.154671366,20716,6.418360132,0.02414498,0.080711524,1
hsa-miR-4708-5p,751,5.985078731,23140,6.39624183,0.035862008,0.306840812,1
hsa-miR-4709-3p,2166,5.882498411,21725,6.433249184,0.038510807,0.005804688,1
hsa-miR-4709-5p,310,6.194229676,23581,6.38580293,0.056933617,0.274460613,1
hsa-miR-4711-3p,212,5.977784666,23679,6.386947917,0.061579323,0.403001047,1
hsa-miR-4711-5p,910,6.26124579,22981,6.388150925,0.021444471,0.815643725,1
hsa-miR-4712-3p,95,5.310745883,23796,6.387599144,0.111648574,0.188868091,1
hsa-miR-4712-5p,587,6.081554294,23304,6.390918199,0.038562375,0.362109823,1
hsa-miR-4713-3p,1843,6.017416353,22048,6.413902927,0.041919096,0.005070701,1
hsa-miR-4713-5p,2190,6.004972975,21701,6.421498515,0.035229212,0.014342028,1
hsa-miR-4714-3p,111,6.408804665,23780,6.383198182,0.082215352,0.444040403,1
hsa-miR-4714-5p,302,6.884663222,23589,6.37689863,0.036113757,0.83156266,1
hsa-miR-4715-3p,2083,6.164803346,21808,6.404188587,0.027561094,0.111284329,1
hsa-miR-4715-5p,690,5.602904571,23201,6.406526698,0.05628468,0.028656203,1
hsa-miR-4716-5p,382,5.832169879,23509,6.392272797,0.053377686,0.23446718,1
hsa-miR-4717-3p,1796,6.068049403,22095,6.408943804,0.027916881,0.150128594,1
hsa-miR-4717-5p,2187,6.053929772,21704,6.416507817,0.02709454,0.108166078,1
hsa-miR-4718,205,5.74438245,23686,6.388847069,0.079031763,0.157829608,1
hsa-miR-4719,41,4.926874282,23850,6.38582089,0.143799151,0.365755603,1
hsa-miR-4720-3p,12,8.856822524,23879,6.382074133,0.410158158,0.035354007,1
hsa-miR-4720-5p,439,5.574715432,23452,6.398453437,0.058982589,0.099722475,1
hsa-miR-4722-3p,2606,6.069719759,21285,6.421712022,0.029749799,0.032824722,1
hsa-miR-4723-3p,1846,5.897627796,22045,6.423987715,0.043929596,0.002791465,1
hsa-miR-4724-3p,327,6.316809991,23564,6.384240079,0.043471304,0.57583943,1
hsa-miR-4724-5p,481,5.865748388,23410,6.393951521,0.048984433,0.208085753,1
hsa-miR-4725-5p,1020,5.978515104,22871,6.401370499,0.048001965,0.022221068,1
hsa-miR-4726-3p,3224,6.223680508,20667,6.408220067,0.013709296,0.671012136,1
hsa-miR-4727-3p,470,5.480779644,23421,6.401428788,0.076807593,0.008710717,1
hsa-miR-4727-5p,2151,6.101324468,21740,6.411218084,0.018444514,0.518314053,1
hsa-miR-4729,52,6.933647414,23839,6.382116717,0.140871294,0.254542297,1
hsa-miR-4730,1203,5.874639413,22688,6.41028909,0.047900458,0.010574249,1
hsa-miR-4731-3p,246,6.454359229,23645,6.382578038,0.052618594,0.510335768,1
hsa-miR-4732-3p,1082,5.53580838,22809,6.423520778,0.063400607,0.000494778,1
hsa-miR-4732-5p,1533,6.266988082,22358,6.391293378,0.022350493,0.470561392,1
hsa-miR-4733-3p,4988,6.098372483,18903,6.458506488,0.030589587,0.001239936,1
hsa-miR-4733-5p,351,5.762522986,23540,6.392573684,0.050006657,0.352712838,1
hsa-miR-4735-3p,48,5.199197141,23843,6.385700986,0.203103811,0.03842624,1
hsa-miR-4735-5p,10,6.039524038,23881,6.383461113,0,1,1
hsa-miR-4737,384,5.530174434,23507,6.397253716,0.056535465,0.178558655,1
hsa-miR-4738-3p,1157,5.896351627,22734,6.408100257,0.041813749,0.042565713,1
hsa-miR-4738-5p,1953,6.374746034,21938,6.384080184,0.026979585,0.146900359,1
hsa-miR-4740-3p,1100,5.729789715,22791,6.414859436,0.046923387,0.019687037,1
hsa-miR-4742-3p,452,6.12333949,23439,6.388330587,0.068734055,0.03029156,1
hsa-miR-4742-5p,717,6.043722479,23174,6.393824159,0.050798284,0.055232251,1
hsa-miR-4743-3p,1118,5.764026305,22773,6.413720137,0.041292426,0.052813684,1
hsa-miR-4743-5p,1649,6.04453473,22242,6.408434148,0.042298785,0.008227174,1
hsa-miR-4744,56,8.977524408,23835,6.377222098,0.2374764,0.003667327,1
hsa-miR-4746-3p,1589,5.810977672,22302,6.424095891,0.041605877,0.011769606,1
hsa-miR-4746-5p,1639,5.872205936,22252,6.420963713,0.034940145,0.048115265,1
hsa-miR-4747-3p,1970,5.835206925,21921,6.432574811,0.040980822,0.004616218,1
hsa-miR-4749-3p,2051,5.913860528,21840,6.427403944,0.043736951,0.001533779,1
hsa-miR-4750-3p,980,6.011422395,22911,6.399224658,0.037496337,0.1422902,1
hsa-miR-4750-5p,987,5.793933195,22904,6.408715422,0.046304278,0.034581671,1
hsa-miR-4751,1658,5.973305458,22233,6.413893295,0.022187457,0.433218178,1
hsa-miR-4752,604,6.216217613,23287,6.387651249,0.031833624,0.589621167,1
hsa-miR-4753-3p,608,5.93360976,23283,6.395060574,0.045149202,0.178487,1
hsa-miR-4753-5p,662,6.370567778,23229,6.383680495,0.025864052,0.782377277,1
hsa-miR-4754,790,6.088196016,23101,6.393409603,0.033399343,0.361639371,1
hsa-miR-4755-5p,1091,5.718977864,22800,6.41510637,0.040645513,0.064116066,1
hsa-miR-4756-3p,834,6.04934893,23057,6.395397193,0.026462206,0.625910494,1
hsa-miR-4757-3p,358,5.826838429,23533,6.391782685,0.049588751,0.351115834,1
hsa-miR-4758-3p,2446,5.987115165,21445,6.428507642,0.042451368,0.000731638,1
hsa-miR-4759,154,5.358098413,23737,6.389968527,0.089120552,0.175863463,1
hsa-miR-4760-3p,0,NaN,23891,6.383317152,0,1,1
hsa-miR-4760-5p,0,NaN,23891,6.383317152,0,1,1
hsa-miR-4761-3p,1031,6.129353279,22860,6.394771078,0.030653122,0.312071482,1
hsa-miR-4761-5p,555,5.757399036,23336,6.39820336,0.051561752,0.111968737,1
hsa-miR-4762-3p,290,6.55800111,23601,6.381170703,0.039256227,0.769317906,1
hsa-miR-4762-5p,105,6.624649242,23786,6.382251825,0.078883937,0.533536903,1
hsa-miR-4763-5p,2039,6.17366984,21852,6.402879246,0.02183688,0.336123018,1
hsa-miR-4764-3p,125,6.102983852,23766,6.384791597,0.128331903,0.033287118,1
hsa-miR-4764-5p,877,6.047373932,23014,6.396119021,0.033586517,0.296400271,1
hsa-miR-4765,75,4.437898203,23816,6.389443555,0.139279476,0.109953219,1
hsa-miR-4766-3p,39,6.653157945,23852,6.38287594,0.141996371,0.412289189,1
hsa-miR-4766-5p,483,6.105121497,23408,6.389057433,0.03157969,0.732780517,1
hsa-miR-4767,1849,6.092483528,22042,6.407713821,0.028857834,0.116680965,1
hsa-miR-4768-3p,1091,5.899534836,22800,6.40646656,0.057831701,0.001889754,1
hsa-miR-4768-5p,1225,5.892089664,22666,6.409865889,0.048381087,0.008672556,1
hsa-miR-4769-3p,1091,6.194978234,22800,6.392329335,0.038678381,0.088727751,1
hsa-miR-4770,131,6.444893844,23760,6.382977651,0.042896844,0.970193351,1
hsa-miR-4771,94,5.365013016,23797,6.387339533,0.074500272,0.676246232,1
hsa-miR-4772-3p,715,6.399341108,23176,6.382822799,0.021082818,0.917453426,1
hsa-miR-4772-5p,307,5.405142877,23584,6.39605034,0.075257365,0.064590067,1
hsa-miR-4773,478,5.706481033,23413,6.397135444,0.039326219,0.463570279,1
hsa-miR-4774-3p,18,7.436549008,23873,6.382523026,0.153865129,0.78805525,1
hsa-miR-4774-5p,232,5.44397748,23659,6.392528311,0.10187783,0.016975466,1
hsa-miR-4775,6,14.85412242,23885,6.381189255,0,1,1
hsa-miR-4776-3p,1152,5.903345724,22739,6.407633397,0.049971621,0.00837177,1
hsa-miR-4776-5p,1781,6.109909587,22110,6.40534062,0.036868361,0.022648566,1
